timestamp,x,y,z
2.02481E+12,0.82,0.32,0.47
2.02481E+12,0.84,0.36,0.49
2.02481E+12,0.87,0.36,0.5
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.83,0.36,0.48
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.86,0.35,0.5
2.02481E+12,0.85,0.36,0.49
2.02481E+12,0.83,0.33,0.48
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.88,0.34,0.48
2.02481E+12,0.93,0.33,0.49
2.02481E+12,0.78,0.33,0.41
2.02481E+12,0.83,0.36,0.49
2.02481E+12,0.93,0.37,0.54
2.02481E+12,0.93,0.35,0.53
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.8,0.31,0.46
2.02481E+12,0.87,0.36,0.5
2.02481E+12,0.9,0.37,0.52
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.81,0.36,0.47
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.87,0.35,0.51
2.02481E+11,0.86,0.36,0.49
2.02481E+11,0.83,0.33,0.47
2.02481E+11,0.84,0.36,0.49
2.02481E+11,0.86,0.35,0.5
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.83,0.36,0.48
2.02481E+11,0.84,0.34,0.48
2.02481E+11,0.86,0.35,0.49
2.02481E+12,0.85,0.36,0.49
2.02481E+12,0.83,0.3,0.51
2.02481E+12,0.76,0.34,0.41
2.02481E+12,1.1,0.38,0.64
2.02481E+12,0.83,0.35,0.49
2.02481E+12,0.79,0.31,0.44
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.94,0.38,0.55
2.02481E+12,0.89,0.34,0.51
2.02481E+12,0.81,0.36,0.47
2.02481E+12,0.83,0.33,0.47
2.02481E+12,0.89,0.36,0.51
2.02481E+12,0.88,0.37,0.51
2.02481E+12,0.83,0.33,0.48
2.02481E+12,0.83,0.36,0.47
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.83,0.33,0.47
2.02481E+12,0.86,0.36,0.49
2.02481E+12,0.86,0.36,0.5
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.83,0.36,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.83,0.34,0.48
2.02481E+12,0.85,0.36,0.49
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.84,0.36,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.78,0.34,0.54
2.02481E+12,0.6,0.33,0.41
2.02481E+12,0.89,0.42,0.48
2.02481E+12,1.16,0.42,0.63
2.02481E+12,0.75,0.3,0.48
2.02481E+12,0.85,0.36,0.49
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.88,0.35,0.53
2.02481E+12,0.86,0.36,0.49
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.84,0.35,0.51
2.02481E+12,0.87,0.36,0.5
2.02481E+12,0.86,0.33,0.5
2.02481E+12,0.82,0.35,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.85,0.35,0.5
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.84,0.35,0.49
2.02481E+11,0.85,0.35,0.5
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.84,0.35,0.49
2.02481E+11,0.84,0.33,0.49
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.84,0.35,0.49
2.02481E+11,0.84,0.33,0.49
2.02481E+11,0.65,0.28,0.42
2.02481E+12,1.13,0.41,0.65
2.02481E+12,1.01,0.34,0.59
2.02481E+12,0.82,0.35,0.47
2.02481E+12,0.76,0.3,0.44
2.02481E+12,0.91,0.35,0.53
2.02481E+12,0.97,0.38,0.56
2.02481E+12,0.88,0.33,0.51
2.02481E+12,0.8,0.35,0.46
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.9,0.35,0.52
2.02481E+12,0.89,0.37,0.52
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.82,0.35,0.48
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.88,0.34,0.51
2.02481E+12,0.85,0.36,0.49
2.02481E+12,0.82,0.32,0.47
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.83,0.35,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.83,0.33,0.48
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.87,0.26,0.56
2.02481E+12,0.74,0.27,0.45
2.02481E+12,0.81,0.36,0.45
2.02481E+12,0.81,0.33,0.48
2.02481E+12,0.92,0.36,0.53
2.02481E+12,0.91,0.37,0.52
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.81,0.35,0.47
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.9,0.35,0.52
2.02481E+12,0.86,0.36,0.49
2.02481E+12,0.82,0.31,0.47
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.88,0.35,0.51
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.83,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.86,0.35,0.5
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.35,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.85,0.35,0.49
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.84,0.35,0.48
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.84,0.35,0.48
2.02481E+11,0.84,0.33,0.49
2.02481E+11,1.29,0.41,0.67
2.02481E+12,0.65,0.31,0.42
2.02481E+12,0.85,0.37,0.49
2.02481E+12,0.96,0.37,0.54
2.02481E+12,0.98,0.36,0.57
2.02481E+12,0.88,0.36,0.48
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.86,0.35,0.48
2.02481E+12,0.92,0.37,0.52
2.02481E+12,0.91,0.34,0.52
2.02481E+12,0.84,0.36,0.47
2.02481E+12,0.81,0.31,0.46
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.89,0.36,0.51
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.83,0.35,0.47
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.86,0.36,0.48
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.86,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.97,0.34,0.55
2.02481E+12,0.71,0.32,0.42
2.02481E+12,0.84,0.37,0.48
2.02481E+12,0.93,0.36,0.53
2.02481E+12,0.99,0.36,0.58
2.02481E+12,0.89,0.36,0.49
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.92,0.36,0.52
2.02481E+12,0.91,0.34,0.53
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.81,0.31,0.47
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.89,0.36,0.51
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.83,0.35,0.47
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.87,0.34,0.5
2.02481E+11,0.86,0.35,0.49
2.02481E+11,0.83,0.32,0.48
2.02481E+11,0.85,0.35,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.35,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.92,0.29,0.55
2.02481E+12,1.16,0.4,0.61
2.02481E+12,0.9,0.35,0.47
2.02481E+12,0.75,0.29,0.43
2.02481E+12,0.83,0.34,0.47
2.02481E+12,0.95,0.37,0.54
2.02481E+12,0.95,0.35,0.55
2.02481E+12,0.86,0.36,0.48
2.02481E+12,0.8,0.31,0.46
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.91,0.36,0.52
2.02481E+12,0.88,0.34,0.51
2.02481E+12,0.83,0.35,0.47
2.02481E+12,0.83,0.32,0.47
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.87,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.78,0.25,0.48
2.02481E+12,0.95,0.32,0.58
2.02481E+12,0.79,0.32,0.43
2.02481E+12,0.81,0.31,0.45
2.02481E+12,0.89,0.35,0.52
2.02481E+12,0.92,0.37,0.52
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.82,0.35,0.46
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.88,0.34,0.51
2.02481E+12,0.87,0.36,0.49
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.83,0.33,0.48
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.91,0.29,0.6
2.02481E+12,0.96,0.33,0.53
2.02481E+12,0.8,0.34,0.44
2.02481E+12,0.78,0.31,0.45
2.02481E+12,0.91,0.36,0.52
2.02481E+12,0.96,0.38,0.54
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.81,0.35,0.45
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.9,0.35,0.51
2.02481E+11,0.89,0.36,0.5
2.02481E+11,0.83,0.32,0.48
2.02481E+11,0.83,0.35,0.47
2.02481E+11,0.87,0.35,0.49
2.02481E+11,0.88,0.34,0.5
2.02481E+11,0.86,0.36,0.48
2.02481E+12,0.83,0.32,0.47
2.02481E+12,0.86,0.35,0.48
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.86,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.35,0.47
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.54,0.21,0.31
2.02481E+12,0.88,0.33,0.49
2.02481E+12,1.01,0.36,0.6
2.02481E+12,0.89,0.36,0.5
2.02481E+12,0.77,0.3,0.45
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.94,0.37,0.53
2.02481E+12,0.92,0.34,0.53
2.02481E+12,0.85,0.35,0.47
2.02481E+12,0.8,0.31,0.46
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.9,0.36,0.51
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.83,0.35,0.47
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.84,0.35,0.47
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.35,0.48
2.02481E+11,0.84,0.32,0.48
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.85,0.34,0.47
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,1.1,0.35,0.62
2.02481E+12,1.05,0.39,0.58
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.8,0.31,0.46
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.89,0.36,0.51
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.83,0.35,0.47
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.84,0.33,0.49
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.83,0.33,0.48
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.54,0.22,0.35
2.02481E+12,0.73,0.31,0.46
2.02481E+12,0.92,0.36,0.51
2.02481E+12,0.9,0.34,0.53
2.02481E+12,0.86,0.36,0.5
2.02481E+12,0.81,0.31,0.47
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.88,0.35,0.51
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.83,0.35,0.48
2.02481E+12,0.84,0.33,0.49
2.02481E+12,0.87,0.34,0.5
2.02481E+11,0.86,0.35,0.49
2.02481E+11,0.97,0.33,0.49
2.02481E+11,0.95,0.34,0.62
2.02481E+11,0.89,0.33,0.47
2.02481E+11,0.8,0.33,0.47
2.02481E+11,0.88,0.35,0.5
2.02481E+11,0.88,0.34,0.5
2.02481E+11,0.85,0.35,0.49
2.02481E+11,0.83,0.32,0.48
2.02481E+11,0.85,0.35,0.49
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.87,0.33,0.49
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.35,0.49
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,1,0.34,0.6
2.02481E+12,0.75,0.3,0.4
2.02481E+12,0.85,0.35,0.5
2.02481E+12,0.98,0.38,0.57
2.02481E+12,0.95,0.34,0.54
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.89,0.35,0.5
2.02481E+12,0.91,0.36,0.53
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.82,0.35,0.46
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.88,0.34,0.51
2.02481E+12,0.87,0.36,0.49
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.87,0.35,0.5
2.02481E+12,0.86,0.33,0.5
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.84,0.34,0.48
2.02481E+11,0.77,0.25,0.52
2.02481E+12,0.71,0.25,0.44
2.02481E+12,0.78,0.33,0.43
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.92,0.35,0.54
2.02481E+12,0.92,0.36,0.52
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.82,0.34,0.47
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.9,0.34,0.52
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.82,0.31,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.86,0.34,0.5
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.84,0.32,0.49
2.02481E+12,0.84,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.84,0.33,0.49
2.02481E+12,0.89,0.32,0.52
2.02481E+12,0.73,0.29,0.46
2.02481E+12,0.81,0.34,0.45
2.02481E+12,0.9,0.35,0.51
2.02481E+12,0.95,0.35,0.56
2.02481E+12,0.88,0.36,0.49
2.02481E+12,0.8,0.3,0.47
2.02481E+12,0.85,0.35,0.48
2.02481E+12,0.9,0.35,0.51
2.02481E+12,0.89,0.34,0.52
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.82,0.31,0.47
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.86,0.35,0.49
2.02481E+12,0.83,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+11,0.84,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.84,0.33,0.48
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.85,0.34,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.48
2.02481E+11,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.89,0.29,0.5
2.02481E+12,1.09,0.37,0.66
2.02481E+12,1.05,0.39,0.58
2.02481E+12,0.86,0.31,0.5
2.02481E+12,0.79,0.34,0.44
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.92,0.35,0.54
2.02481E+12,0.92,0.36,0.52
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.82,0.34,0.46
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.89,0.34,0.52
2.02481E+12,0.87,0.35,0.49
2.02481E+12,0.82,0.31,0.48
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.87,0.34,0.5
2.02481E+12,0.87,0.33,0.5
2.02481E+12,0.84,0.35,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.87,0.34,0.49
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.34,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.85,0.33,0.49
2.02481E+12,0.97,0.35,0.53
2.02481E+12,0.81,0.31,0.45
2.02481E+12,0.86,0.34,0.51
2.02481E+12,0.96,0.37,0.55
2.02481E+12,0.93,0.33,0.53
2.02481E+12,0.84,0.35,0.47
2.02481E+12,0.8,0.3,0.46
2.02481E+11,0.88,0.35,0.5
2.02481E+11,0.91,0.36,0.52
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.83,0.34,0.46
2.02481E+11,0.81,0.27,0.48
2.02481E+11,0.96,0.3,0.56
2.02481E+11,0.8,0.35,0.45
2.02481E+11,0.74,0.28,0.43
2.02481E+11,0.94,0.35,0.54
2.02481E+11,1.06,0.39,0.6
2.02481E+12,0.92,0.32,0.53
2.02481E+12,0.83,0.34,0.46
2.02481E+12,0.79,0.3,0.45
2.02481E+12,0.9,0.34,0.52
2.02481E+12,0.94,0.36,0.53
2.02481E+12,0.86,0.32,0.49
2.02481E+12,0.82,0.34,0.46
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.89,0.34,0.51
2.02481E+12,0.89,0.35,0.5
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.87,0.33,0.49
2.02481E+12,0.88,0.33,0.5
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.83,0.31,0.48
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.87,0.34,0.49
2.02481E+12,0.86,0.32,0.49
2.02481E+12,0.85,0.34,0.47
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.86,0.33,0.49
2.02481E+12,0.86,0.34,0.48
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.86,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.32,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.84,0.35,0.46
2.02481E+12,0.94,0.36,0.54
2.02481E+12,0.96,0.35,0.55
2.02481E+12,0.85,0.35,0.47
2.02481E+12,0.79,0.3,0.46
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.91,0.36,0.52
2.02481E+12,0.88,0.33,0.51
2.02481E+12,0.83,0.34,0.47
2.02481E+12,0.84,0.32,0.48
2.02481E+12,0.88,0.34,0.5
2.02481E+12,0.88,0.35,0.5
2.02481E+12,0.85,0.32,0.49
2.02481E+12,0.84,0.34,0.47
2.02481E+12,0.86,0.33,0.49
2.02481E+11,0.87,0.33,0.5
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.83,0.32,0.48
2.02481E+11,0.86,0.34,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.85,0.33,0.49
2.02481E+11,0.85,0.34,0.47
2.02481E+11,0.85,0.33,0.48
2.02481E+11,0.86,0.34,0.49
2.02481E+11,0.86,0.34,0.48
2.02481E+12,0.84,0.33,0.48
2.02481E+12,0.85,0.34,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.33,0.48
2.02481E+12,0.85,0.34,0.48
