date,y
2024831163653,-6.43351936340332
2024831163655,-1.9919757843017578
2024831163659,-1.9943699836730957
202483116372,-1.0462661981582642
202483116375,-2.3965959548950195
202483116378,-0.4213795065879822
2024831163711,3.117250680923462
2024831163715,4.271255970001221
2024831163718,6.275501728057861
2024831163721,4.4508209228515625
